subject_id,object_id,subject_id_prefix,object_id_prefix,subject_name,object_name,predicate,Primary_Knowledge_Source,Knowledge_Source,publications,subject_category,object_category
55527,Q9BSK4,NCBIGene,UNIPROT,FEM1A,FEM1A_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
10116,Q9UK73,NCBIGene,UNIPROT,FEM1B,FEM1B_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
56929,Q96JP0,NCBIGene,UNIPROT,FEM1C,FEM1C_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2237,P39748,NCBIGene,UNIPROT,FEN1,FEN1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
222894,Q96RJ6,NCBIGene,UNIPROT,FERD3L,FER3L_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
55612,Q9BQL6,NCBIGene,UNIPROT,FERMT1,FERM1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
10979,Q96AC1,NCBIGene,UNIPROT,FERMT2,FERM2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2241,P16591,NCBIGene,UNIPROT,FER,FER_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2242,P07332,NCBIGene,UNIPROT,FES,FES_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
174,P02771,NCBIGene,UNIPROT,AFP,FETA_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
197,P02765,NCBIGene,UNIPROT,AHSG,FETUA_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
26998,Q9UGM5,NCBIGene,UNIPROT,FETUB,FETUB_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
54738,Q99581,NCBIGene,UNIPROT,FEV,FEV_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9638,Q99689,NCBIGene,UNIPROT,FEZ1,FEZ1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9637,Q9UHY8,NCBIGene,UNIPROT,FEZ2,FEZ2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
389549,A0PJY2,NCBIGene,UNIPROT,FEZF1,FEZF1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
55079,Q8TBJ5,NCBIGene,UNIPROT,FEZF2,FEZF2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2864,O14842,NCBIGene,UNIPROT,FFAR1,FFAR1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2867,O15552,NCBIGene,UNIPROT,FFAR2,FFAR2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2865,O14843,NCBIGene,UNIPROT,FFAR3,FFAR3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
338557,Q5NUL3,NCBIGene,UNIPROT,FFAR4,FFAR4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2245,P98174,NCBIGene,UNIPROT,FGD1,FGD1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
221472,Q7Z6J4,NCBIGene,UNIPROT,FGD2,FGD2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
89846,Q5JSP0,NCBIGene,UNIPROT,FGD3,FGD3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
121512,Q96M96,NCBIGene,UNIPROT,FGD4,FGD4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
152273,Q6ZNL6,NCBIGene,UNIPROT,FGD5,FGD5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
55785,Q6ZV73,NCBIGene,UNIPROT,FGD6,FGD6_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2255,O15520,NCBIGene,UNIPROT,FGF10,FGF10_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2256,Q92914,NCBIGene,UNIPROT,FGF11,FGF11_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2257,P61328,NCBIGene,UNIPROT,FGF12,FGF12_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2258,Q92913,NCBIGene,UNIPROT,FGF13,FGF13_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2259,Q92915,NCBIGene,UNIPROT,FGF14,FGF14_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
8823,O43320,NCBIGene,UNIPROT,FGF16,FGF16_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
8822,O60258,NCBIGene,UNIPROT,FGF17,FGF17_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
8817,O76093,NCBIGene,UNIPROT,FGF18,FGF18_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9965,O95750,NCBIGene,UNIPROT,FGF19,FGF19_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2246,P05230,NCBIGene,UNIPROT,FGF1,FGF1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
26281,Q9NP95,NCBIGene,UNIPROT,FGF20,FGF20_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
26291,Q9NSA1,NCBIGene,UNIPROT,FGF21,FGF21_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
27006,Q9HCT0,NCBIGene,UNIPROT,FGF22,FGF22_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
8074,Q9GZV9,NCBIGene,UNIPROT,FGF23,FGF23_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2247,P09038,NCBIGene,UNIPROT,FGF2,FGF2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2248,P11487,NCBIGene,UNIPROT,FGF3,FGF3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2249,P08620,NCBIGene,UNIPROT,FGF4,FGF4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2250,P12034,NCBIGene,UNIPROT,FGF5,FGF5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2251,P10767,NCBIGene,UNIPROT,FGF6,FGF6_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2252,P21781,NCBIGene,UNIPROT,FGF7,FGF7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2253,P55075,NCBIGene,UNIPROT,FGF8,FGF8_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2254,P31371,NCBIGene,UNIPROT,FGF9,FGF9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9982,Q14512,NCBIGene,UNIPROT,FGFBP1,FGFP1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
83888,Q9BYJ0,NCBIGene,UNIPROT,FGFBP2,FGFP2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
143282,Q8TAT2,NCBIGene,UNIPROT,FGFBP3,FGFP3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2260,P11362,NCBIGene,UNIPROT,FGFR1,FGFR1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2263,P21802,NCBIGene,UNIPROT,FGFR2,FGFR2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2261,P22607,NCBIGene,UNIPROT,FGFR3,FGFR3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2264,P22455,NCBIGene,UNIPROT,FGFR4,FGFR4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
55277,Q96C11,NCBIGene,UNIPROT,FGGY,FGGY_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2267,Q08830,NCBIGene,UNIPROT,FGL1,FGL1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
10875,Q14314,NCBIGene,UNIPROT,FGL2,FGL2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
26127,Q9NVK5,NCBIGene,UNIPROT,FGFR1OP2,FGOP2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
53834,Q8N441,NCBIGene,UNIPROT,FGFRL1,FGRL1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2268,P09769,NCBIGene,UNIPROT,FGR,FGR_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
114827,B1AJZ9,NCBIGene,UNIPROT,FHAD1,FHAD1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
85462,Q9C0D6,NCBIGene,UNIPROT,FHDC1,FHDC1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
729830,Q05DH4,NCBIGene,UNIPROT,FHIP1A,FHI1A_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
84067,Q8N612,NCBIGene,UNIPROT,FHIP1B,FHI1B_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
57700,Q5W0V3,NCBIGene,UNIPROT,FHIP2A,FHI2A_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
64760,Q86V87,NCBIGene,UNIPROT,FHIP2B,FHI2B_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2272,P49789,NCBIGene,UNIPROT,FHIT,FHIT_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
53940,Q9BXU8,NCBIGene,UNIPROT,FTHL17,FHL17_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2273,Q13642,NCBIGene,UNIPROT,FHL1,FHL1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2274,Q14192,NCBIGene,UNIPROT,FHL2,FHL2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2275,Q13643,NCBIGene,UNIPROT,FHL3,FHL3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9457,Q5TD97,NCBIGene,UNIPROT,FHL5,FHL5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
29109,Q9Y613,NCBIGene,UNIPROT,FHOD1,FHOD1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
80206,Q2V2M9,NCBIGene,UNIPROT,FHOD3,FHOD3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
3078,Q03591,NCBIGene,UNIPROT,CFHR1,FHR1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
3080,P36980,NCBIGene,UNIPROT,CFHR2,FHR2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
10878,Q02985,NCBIGene,UNIPROT,CFHR3,FHR3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
10877,Q92496,NCBIGene,UNIPROT,CFHR4,FHR4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
81494,Q9BXR6,NCBIGene,UNIPROT,CFHR5,FHR5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2243,P02671,NCBIGene,UNIPROT,FGA,FIBA_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2244,P02675,NCBIGene,UNIPROT,FGB,FIBB_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2266,P02679,NCBIGene,UNIPROT,FGG,FIBG_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
387758,Q8TAL6,NCBIGene,UNIPROT,FIBIN,FIBIN_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9158,O43427,NCBIGene,UNIPROT,FIBP,FIBP_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
11153,Q9BVA6,NCBIGene,UNIPROT,FICD,FICD_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9896,Q92562,NCBIGene,UNIPROT,FIG4,FIG4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
63979,Q6PIW4,NCBIGene,UNIPROT,FIGNL1,FIGL1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
401720,A6NMB9,NCBIGene,UNIPROT,FIGNL2,FIGL2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
344018,Q6QHK4,NCBIGene,UNIPROT,FIGLA,FIGLA_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
55137,Q5HY92,NCBIGene,UNIPROT,FIGN,FIGN_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
11259,Q4L180,NCBIGene,UNIPROT,FILIP1L,FIL1L_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
388698,Q5D862,NCBIGene,UNIPROT,FLG2,FILA2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2312,P20930,NCBIGene,UNIPROT,FLG,FILA_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
146378,Q96LL3,NCBIGene,UNIPROT,C16orf92,FIMP_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2335,P02751,NCBIGene,UNIPROT,FN1,FINC_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
81608,Q6UN15,NCBIGene,UNIPROT,FIP1L1,FIP1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
51024,Q9Y3D6,NCBIGene,UNIPROT,FIS1,FIS1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
161247,A5D6W6,NCBIGene,UNIPROT,FITM1,FITM1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
128486,Q8N6M3,NCBIGene,UNIPROT,FITM2,FITM2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
84922,Q96SL8,NCBIGene,UNIPROT,FIZ1,FIZ1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
24147,Q86VR8,NCBIGene,UNIPROT,FJX1,FJX1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
60681,Q96AY3,NCBIGene,UNIPROT,FKBP10,FKB10_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
51303,Q9NYL4,NCBIGene,UNIPROT,FKBP11,FKB11_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
55033,Q9NWM8,NCBIGene,UNIPROT,FKBP14,FKB14_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23307,Q5T1M5,NCBIGene,UNIPROT,FKBP15,FKB15_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2280,P62942,NCBIGene,UNIPROT,FKBP1A,FKB1A_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2281,P68106,NCBIGene,UNIPROT,FKBP1B,FKB1B_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2286,P26885,NCBIGene,UNIPROT,FKBP2,FKBP2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2287,Q00688,NCBIGene,UNIPROT,FKBP3,FKBP3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2288,Q02790,NCBIGene,UNIPROT,FKBP4,FKBP4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2289,Q13451,NCBIGene,UNIPROT,FKBP5,FKBP5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
8468,O75344,NCBIGene,UNIPROT,FKBP6,FKBP6_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
51661,Q9Y680,NCBIGene,UNIPROT,FKBP7,FKBP7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23770,Q14318,NCBIGene,UNIPROT,FKBP8,FKBP8_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
11328,O95302,NCBIGene,UNIPROT,FKBP9,FKBP9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
63943,Q9UIM3,NCBIGene,UNIPROT,FKBPL,FKBPL_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
79147,Q9H9S5,NCBIGene,UNIPROT,FKRP,FKRP_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2218,O75072,NCBIGene,UNIPROT,FKTN,FKTN_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9589,Q15007,NCBIGene,UNIPROT,WTAP,FL2D_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
201163,Q8NFG4,NCBIGene,UNIPROT,FLCN,FLCN_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2313,Q01543,NCBIGene,UNIPROT,FLI1,FLI1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2314,Q13045,NCBIGene,UNIPROT,FLII,FLII_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
27145,Q7Z7B0,NCBIGene,UNIPROT,FILIP1,FLIP1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2316,P21333,NCBIGene,UNIPROT,FLNA,FLNA_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2317,O75369,NCBIGene,UNIPROT,FLNB,FLNB_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2318,Q14315,NCBIGene,UNIPROT,FLNC,FLNC_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
10211,O75955,NCBIGene,UNIPROT,FLOT1,FLOT1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2319,Q14254,NCBIGene,UNIPROT,FLOT2,FLOT2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
11094,Q9UGQ2,NCBIGene,UNIPROT,CACFD1,FLOWR_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23769,Q9NZU1,NCBIGene,UNIPROT,FLRT1,FLRT1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23768,O43155,NCBIGene,UNIPROT,FLRT2,FLRT2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23767,Q9NZU0,NCBIGene,UNIPROT,FLRT3,FLRT3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2323,P49771,NCBIGene,UNIPROT,FLT3LG,FLT3L_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2322,P36888,NCBIGene,UNIPROT,FLT3,FLT3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
257177,Q5VTH2,NCBIGene,UNIPROT,CFAP126,FLTOP_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
28982,Q9Y5Y0,NCBIGene,UNIPROT,FLVCR1,FLVC1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
55640,Q9UPI3,NCBIGene,UNIPROT,FLVCR2,FLVC2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
100133093,B3EWG3,NCBIGene,UNIPROT,FAM25G,FM25A_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
643161,B3EWG3,NCBIGene,UNIPROT,FAM25A,FM25A_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
644054,B3EWG3,NCBIGene,UNIPROT,FAM25C,FM25A_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
100133093,B3EWG5,NCBIGene,UNIPROT,FAM25G,FM25C_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
643161,B3EWG5,NCBIGene,UNIPROT,FAM25A,FM25C_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
644054,B3EWG5,NCBIGene,UNIPROT,FAM25C,FM25C_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
100133093,B3EWG6,NCBIGene,UNIPROT,FAM25G,FM25G_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
643161,B3EWG6,NCBIGene,UNIPROT,FAM25A,FM25G_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
644054,B3EWG6,NCBIGene,UNIPROT,FAM25C,FM25G_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
100996928,Q96HJ9,NCBIGene,UNIPROT,FMC1-LUC7L2,FMC1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
154791,Q96HJ9,NCBIGene,UNIPROT,FMC1,FMC1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
342184,Q68DA7,NCBIGene,UNIPROT,FMN1,FMN1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
56776,Q9NZ56,NCBIGene,UNIPROT,FMN2,FMN2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
752,O95466,NCBIGene,UNIPROT,FMNL1,FMNL1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
114793,Q96PY5,NCBIGene,UNIPROT,FMNL2,FMNL2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
91010,Q8IVF7,NCBIGene,UNIPROT,FMNL3,FMNL3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2326,Q01740,NCBIGene,UNIPROT,FMO1,FMO1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2327,Q99518,NCBIGene,UNIPROT,FMO2,FMO2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2328,P31513,NCBIGene,UNIPROT,FMO3,FMO3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2329,P31512,NCBIGene,UNIPROT,FMO4,FMO4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2330,P49326,NCBIGene,UNIPROT,FMO5,FMO5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2331,Q06828,NCBIGene,UNIPROT,FMOD,FMOD_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
158521,Q8N0W7,NCBIGene,UNIPROT,FMR1NB,FMR1N_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2332,Q06787,NCBIGene,UNIPROT,FMR1,FMR1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
123263,Q96DP5,NCBIGene,UNIPROT,MTFMT,FMT_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
64122,Q9H479,NCBIGene,UNIPROT,FN3K,FN3K_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23048,Q96RU3,NCBIGene,UNIPROT,FNBP1,FNBP1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23360,Q8N3X1,NCBIGene,UNIPROT,FNBP4,FNBP4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
643988,F2Z333,NCBIGene,UNIPROT,FNDC10,FND10_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
79025,Q9BVV2,NCBIGene,UNIPROT,FNDC11,FND11_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
22862,Q9Y2H6,NCBIGene,UNIPROT,FNDC3A,FND3A_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
64778,Q53EP0,NCBIGene,UNIPROT,FNDC3B,FND3B_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
84624,Q4ZHG4,NCBIGene,UNIPROT,FNDC1,FNDC1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
64838,Q9H6D8,NCBIGene,UNIPROT,FNDC4,FNDC4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
252995,Q8NAU1,NCBIGene,UNIPROT,FNDC5,FNDC5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
163479,Q5VTL7,NCBIGene,UNIPROT,FNDC7,FNDC7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
54752,Q8TC99,NCBIGene,UNIPROT,FNDC8,FNDC8_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
408263,Q8TBE3,NCBIGene,UNIPROT,FNDC9,FNDC9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
96459,Q8TF40,NCBIGene,UNIPROT,FNIP1,FNIP1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
57600,Q9P278,NCBIGene,UNIPROT,FNIP2,FNIP2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2339,P49354,NCBIGene,UNIPROT,FNTA,FNTA_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
100529261,P49356,NCBIGene,UNIPROT,CHURC1-FNTB,FNTB_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2342,P49356,NCBIGene,UNIPROT,FNTB,FNTB_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
54914,Q5VW36,NCBIGene,UNIPROT,FOCAD,FOCAD_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
161882,Q8IX07,NCBIGene,UNIPROT,ZFPM1,FOG1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23414,Q8WW38,NCBIGene,UNIPROT,ZFPM2,FOG2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
