subject_id,object_id,subject_id_prefix,object_id_prefix,subject_name,object_name,predicate,Primary_Knowledge_Source,Knowledge_Source,publications,subject_category,object_category
51316,X2BQ60,NCBIGene,UNIPROT,PLAC8,X2BQ60_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
7145,E9PF55,NCBIGene,UNIPROT,TNS1,E9PF55_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
3295,A0A0S2Z4J1,NCBIGene,UNIPROT,HSD17B4,A0A0S2Z4J1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
79791,A0A0C4DGU8,NCBIGene,UNIPROT,FBXO31,A0A0C4DGU8_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
1264,B7Z7E1,NCBIGene,UNIPROT,CNN1,B7Z7E1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2791,Q53Y01,NCBIGene,UNIPROT,GNG11,Q53Y01_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
7171,V9HW56,NCBIGene,UNIPROT,TPM4,V9HW56_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
5020,X5D7M6,NCBIGene,UNIPROT,OXT,X5D7M6_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
89781,A8K2E6,NCBIGene,UNIPROT,HPS4,A8K2E6_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
27291,Q4KMY3,NCBIGene,UNIPROT,R3HCC1L,Q4KMY3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
1618,A0A140VK77,NCBIGene,UNIPROT,DAZL,A0A140VK77_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6558,B7ZM24,NCBIGene,UNIPROT,SLC12A2,B7ZM24_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
51082,A0A087WTY1,NCBIGene,UNIPROT,POLR1D,A0A087WTY1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6036,W0UV60,NCBIGene,UNIPROT,RNASE2,W0UV60_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
92689,A1MMZ0,NCBIGene,UNIPROT,FAM114A1,A1MMZ0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6916,Q53F23,NCBIGene,UNIPROT,TBXAS1,Q53F23_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2224,A0A087X090,NCBIGene,UNIPROT,FDPS,A0A087X090_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
130026,A0A024R3W3,NCBIGene,UNIPROT,ICA1L,A0A024R3W3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
10412,Q5J7U2,NCBIGene,UNIPROT,NSA2,Q5J7U2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9167,Q6FGA0,NCBIGene,UNIPROT,COX7A2L,Q6FGA0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2589,A0A024RC48,NCBIGene,UNIPROT,GALNT1,A0A024RC48_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
54499,B7Z591,NCBIGene,UNIPROT,TMCO1,B7Z591_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
344758,Q2MKA6,NCBIGene,UNIPROT,GPR149,Q2MKA6_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
3045,A0N071,NCBIGene,UNIPROT,HBD,A0N071_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
51000,A0A024R008,NCBIGene,UNIPROT,SLC35B3,A0A024R008_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
171023,Q498B9,NCBIGene,UNIPROT,ASXL1,Q498B9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23621,A0A024R3D5,NCBIGene,UNIPROT,BACE1,A0A024R3D5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
3802,Q6H2H2,NCBIGene,UNIPROT,KIR2DL1,Q6H2H2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
3036,G3V1S7,NCBIGene,UNIPROT,HAS1,G3V1S7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
7428,A0A0S2Z4K1,NCBIGene,UNIPROT,VHL,A0A0S2Z4K1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
5515,B3KUN1,NCBIGene,UNIPROT,PPP2CA,B3KUN1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
126295,A5HJR3,NCBIGene,UNIPROT,ZNF57,A5HJR3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
64146,A0A024R6Y3,NCBIGene,UNIPROT,PDF,A0A024R6Y3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
1029,K7PML8,NCBIGene,UNIPROT,CDKN2A,K7PML8_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
3590,Q5VZ79,NCBIGene,UNIPROT,IL11RA,Q5VZ79_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
267012,A2T115,NCBIGene,UNIPROT,DAOA,A2T115_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6928,A0A0C4DGS8,NCBIGene,UNIPROT,HNF1B,A0A0C4DGS8_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
159091,D3DTG4,NCBIGene,UNIPROT,PABIR3,D3DTG4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
1787,Q6ICS7,NCBIGene,UNIPROT,TRDMT1,Q6ICS7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
8428,Q5U0E6,NCBIGene,UNIPROT,STK24,Q5U0E6_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2660,Q53S46,NCBIGene,UNIPROT,MSTN,Q53S46_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
133688,A8K444,NCBIGene,UNIPROT,UGT3A1,A8K444_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2649,F1D8S0,NCBIGene,UNIPROT,NR6A1,F1D8S0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
685,A0A0S2Z437,NCBIGene,UNIPROT,BTC,A0A0S2Z437_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
908,A0A024RDL1,NCBIGene,UNIPROT,CCT6A,A0A024RDL1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
57763,A0A024RAN7,NCBIGene,UNIPROT,ANKRA2,A0A024RAN7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9337,B7Z9U0,NCBIGene,UNIPROT,CNOT8,B7Z9U0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23054,F6M2K2,NCBIGene,UNIPROT,NCOA6,F6M2K2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
255403,Q658L4,NCBIGene,UNIPROT,ZNF718,Q658L4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
79759,A0A024QZD9,NCBIGene,UNIPROT,ZNF668,A0A024QZD9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9817,A0A024R7C0,NCBIGene,UNIPROT,KEAP1,A0A024R7C0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
3170,B0ZTD4,NCBIGene,UNIPROT,FOXA2,B0ZTD4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
7317,A0A024R1A3,NCBIGene,UNIPROT,UBA1,A0A024R1A3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
3459,A0A2R8Y4U4,NCBIGene,UNIPROT,IFNGR1,A0A2R8Y4U4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
151393,A0A0C4DFM4,NCBIGene,UNIPROT,RMDN2,A0A0C4DFM4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
920,B4DT49,NCBIGene,UNIPROT,CD4,B4DT49_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
7957,H0UI04,NCBIGene,UNIPROT,EPM2A,H0UI04_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2187,A0A024RBW1,NCBIGene,UNIPROT,FANCB,A0A024RBW1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
3069,A0A024R4E5,NCBIGene,UNIPROT,HDLBP,A0A024R4E5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
1738,A0A024R713,NCBIGene,UNIPROT,DLD,A0A024R713_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
1462,A0A024RAP3,NCBIGene,UNIPROT,VCAN,A0A024RAP3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
635,V9HWA4,NCBIGene,UNIPROT,BHMT,V9HWA4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
130,Q8IUN7,NCBIGene,UNIPROT,ADH6,Q8IUN7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
160518,G3V1S3,NCBIGene,UNIPROT,DENND5B,G3V1S3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
57409,J3KSB8,NCBIGene,UNIPROT,MIF4GD,J3KSB8_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23504,A0A2R8Y6Z0,NCBIGene,UNIPROT,RIMBP2,A0A2R8Y6Z0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
11000,X6R3N0,NCBIGene,UNIPROT,SLC27A3,X6R3N0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
8786,Q4TT70,NCBIGene,UNIPROT,RGS11,Q4TT70_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6428,B2R6F3,NCBIGene,UNIPROT,SRSF3,B2R6F3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
29927,B3KME8,NCBIGene,UNIPROT,SEC61A1,B3KME8_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6447,A0A024R9I1,NCBIGene,UNIPROT,SCG5,A0A024R9I1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
54478,A0A0S2Z5C7,NCBIGene,UNIPROT,PIMREG,A0A0S2Z5C7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
1017,G3V5T9,NCBIGene,UNIPROT,CDK2,G3V5T9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
1201,Q2TA70,NCBIGene,UNIPROT,CLN3,Q2TA70_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
10237,D3DTX1,NCBIGene,UNIPROT,SLC35B1,D3DTX1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
152816,A0A087WV33,NCBIGene,UNIPROT,ODAPH,A0A087WV33_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
22998,G5EA03,NCBIGene,UNIPROT,LIMCH1,G5EA03_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
7443,H0YJF7,NCBIGene,UNIPROT,VRK1,H0YJF7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
11309,A0A024R5I4,NCBIGene,UNIPROT,SLCO2B1,A0A024R5I4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
154865,A0A024R771,NCBIGene,UNIPROT,IQUB,A0A024R771_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6144,Q6IAX2,NCBIGene,UNIPROT,RPL21,Q6IAX2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
10062,B4DXU5,NCBIGene,UNIPROT,NR1H3,B4DXU5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6891,Q9UP03,NCBIGene,UNIPROT,TAP2,Q9UP03_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
114823,A0A024R4R9,NCBIGene,UNIPROT,LENG8,A0A024R4R9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9618,A0A024QZ19,NCBIGene,UNIPROT,TRAF4,A0A024QZ19_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
55297,A0A024RAW6,NCBIGene,UNIPROT,CCDC91,A0A024RAW6_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6462,I3L145,NCBIGene,UNIPROT,SHBG,I3L145_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
3811,Q5UCE2,NCBIGene,UNIPROT,KIR3DL1,Q5UCE2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
120065,A0A126GVJ7,NCBIGene,UNIPROT,OR5P2,A0A126GVJ7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
84527,A0A024R7B5,NCBIGene,UNIPROT,ZNF559,A0A024R7B5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
4013,A0A024R3H3,NCBIGene,UNIPROT,VWA5A,A0A024R3H3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
114625,A0A1C9HIH9,NCBIGene,UNIPROT,ERMAP,A0A1C9HIH9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
79819,A0AVI9,NCBIGene,UNIPROT,DNAI4,A0AVI9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
80829,A0A024R4Z4,NCBIGene,UNIPROT,ZFP91,A0A024R4Z4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
157567,A0A024R9E1,NCBIGene,UNIPROT,ANKRD46,A0A024R9E1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2217,A0A024QZI2,NCBIGene,UNIPROT,FCGRT,A0A024QZI2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2520,A0A0E3VY36,NCBIGene,UNIPROT,GAST,A0A0E3VY36_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
1346,Q6FGI7,NCBIGene,UNIPROT,COX7A1,Q6FGI7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
148738,A8K466,NCBIGene,UNIPROT,HJV,A8K466_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6135,Q5VVD0,NCBIGene,UNIPROT,RPL11,Q5VVD0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
4692,X5D982,NCBIGene,UNIPROT,NDN,X5D982_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
4051,A0A024R7J8,NCBIGene,UNIPROT,CYP4F3,A0A024R7J8_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
92370,B7Z3R9,NCBIGene,UNIPROT,PXYLP1,B7Z3R9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
55769,A0A024R4L3,NCBIGene,UNIPROT,ZNF83,A0A024R4L3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
54477,A0A024RAY7,NCBIGene,UNIPROT,PLEKHA5,A0A024RAY7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
10798,A0A126GVE5,NCBIGene,UNIPROT,OR5I1,A0A126GVE5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
64792,A0A024QYV3,NCBIGene,UNIPROT,IFT22,A0A024QYV3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
57862,A0A024R691,NCBIGene,UNIPROT,ZNF410,A0A024R691_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
8189,A0A024R0R6,NCBIGene,UNIPROT,SYMPK,A0A024R0R6_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23398,A0A384MTS1,NCBIGene,UNIPROT,PPWD1,A0A384MTS1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
22835,D3Y2A0,NCBIGene,UNIPROT,ZFP30,D3Y2A0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
55500,Q86U68,NCBIGene,UNIPROT,ETNK1,Q86U68_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
1586,Q1HB44,NCBIGene,UNIPROT,CYP17A1,Q1HB44_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
164668,A0A087WZI3,NCBIGene,UNIPROT,APOBEC3H,A0A087WZI3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
84978,H0YKW6,NCBIGene,UNIPROT,FRMD5,H0YKW6_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
100528032,A0A024RAP8,NCBIGene,UNIPROT,KLRC4-KLRK1,A0A024RAP8_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
22914,A0A024RAP8,NCBIGene,UNIPROT,KLRK1,A0A024RAP8_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
4594,A0A024RD82,NCBIGene,UNIPROT,MMUT,A0A024RD82_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23024,B7ZAG0,NCBIGene,UNIPROT,PDZRN3,B7ZAG0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
57599,A0A024R2L1,NCBIGene,UNIPROT,WDR48,A0A024R2L1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
55731,A0A024QZ60,NCBIGene,UNIPROT,FAM222B,A0A024QZ60_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
79856,A0A024R5Y5,NCBIGene,UNIPROT,SNX22,A0A024R5Y5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
92745,A0A024QYY0,NCBIGene,UNIPROT,SLC38A5,A0A024QYY0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
441024,A0A024RDE0,NCBIGene,UNIPROT,MTHFD2L,A0A024RDE0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
10047,A0A384MDQ4,NCBIGene,UNIPROT,CST8,A0A384MDQ4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
122622,B3KTV4,NCBIGene,UNIPROT,ADSS1,B3KTV4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2021,E5KNL5,NCBIGene,UNIPROT,ENDOG,E5KNL5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
145748,B3KWE4,NCBIGene,UNIPROT,LYSMD4,B3KWE4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6747,C9J365,NCBIGene,UNIPROT,SSR3,C9J365_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
5476,X6R8A1,NCBIGene,UNIPROT,CTSA,X6R8A1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
1141,Q5SXY3,NCBIGene,UNIPROT,CHRNB2,Q5SXY3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
284058,A0A024R9Y2,NCBIGene,UNIPROT,KANSL1,A0A024R9Y2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
57609,Q96IB4,NCBIGene,UNIPROT,DIP2B,Q96IB4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9600,A0A024R5I7,NCBIGene,UNIPROT,PITPNM1,A0A024R5I7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
55332,A0A024RBF9,NCBIGene,UNIPROT,DRAM1,A0A024RBF9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
79829,A0A024R5C6,NCBIGene,UNIPROT,NAA40,A0A024R5C6_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6696,Q3LGB0,NCBIGene,UNIPROT,SPP1,Q3LGB0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6257,A0A0S2Z570,NCBIGene,UNIPROT,RXRB,A0A0S2Z570_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
5376,Q6FH25,NCBIGene,UNIPROT,PMP22,Q6FH25_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
51100,A0A140VJU5,NCBIGene,UNIPROT,SH3GLB1,A0A140VJU5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
284058,A0A1W2PRB5,NCBIGene,UNIPROT,KANSL1,A0A1W2PRB5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
55041,A0A024QZ35,NCBIGene,UNIPROT,PLEKHB2,A0A024QZ35_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
1421,A0A140CTX7,NCBIGene,UNIPROT,CRYGD,A0A140CTX7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23011,A0A024RBA9,NCBIGene,UNIPROT,RAB21,A0A024RBA9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
1022,D6R9G1,NCBIGene,UNIPROT,CDK7,D6R9G1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9502,A0A024R2A6,NCBIGene,UNIPROT,XAGE2,A0A024R2A6_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
147660,Q3MI94,NCBIGene,UNIPROT,ZNF578,Q3MI94_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2512,A0A384MDR3,NCBIGene,UNIPROT,FTL,A0A384MDR3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
26091,A0A024QZN8,NCBIGene,UNIPROT,HERC4,A0A024QZN8_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
83445,G3XAB9,NCBIGene,UNIPROT,GSG1,G3XAB9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
79714,A0A024R2V4,NCBIGene,UNIPROT,CCDC51,A0A024R2V4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
5355,A0A024QYW3,NCBIGene,UNIPROT,PLP2,A0A024QYW3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
9481,B4DHR4,NCBIGene,UNIPROT,SLC25A27,B4DHR4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
56652,E5KSY5,NCBIGene,UNIPROT,TWNK,E5KSY5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
7168,A0A0K0K1I0,NCBIGene,UNIPROT,TPM1,A0A0K0K1I0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
171484,A0A024RBW5,NCBIGene,UNIPROT,FAM9C,A0A024RBW5_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
5608,A8K3Y2,NCBIGene,UNIPROT,MAP2K6,A8K3Y2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
10446,A0A024R993,NCBIGene,UNIPROT,LRRN2,A0A024R993_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2108,A0A0S2Z3L0,NCBIGene,UNIPROT,ETFA,A0A0S2Z3L0_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2615,A0A024R5J7,NCBIGene,UNIPROT,LRRC32,A0A024R5J7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23071,A0A384MEE7,NCBIGene,UNIPROT,ERP44,A0A384MEE7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
23107,G5EA06,NCBIGene,UNIPROT,MRPS27,G5EA06_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
115098,A0A024R7M8,NCBIGene,UNIPROT,CCDC124,A0A024R7M8_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
550643,A0A4P8PLQ7,NCBIGene,UNIPROT,NBDY,A0A4P8PLQ7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
6338,B2R812,NCBIGene,UNIPROT,SCNN1B,B2R812_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
274,A0A024RAE9,NCBIGene,UNIPROT,BIN1,A0A024RAE9_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
22948,B7ZAR1,NCBIGene,UNIPROT,CCT5,B7ZAR1_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
2706,H9U1J4,NCBIGene,UNIPROT,GJB2,H9U1J4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
5698,A0A1U9X8D7,NCBIGene,UNIPROT,PSMB9,A0A1U9X8D7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
56944,M1LAK4,NCBIGene,UNIPROT,OLFML3,M1LAK4_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
29128,A0A087WVR3,NCBIGene,UNIPROT,UHRF1,A0A087WVR3_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
11019,B4E0L7,NCBIGene,UNIPROT,LIAS,B4E0L7_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
7915,X5DQN2,NCBIGene,UNIPROT,ALDH5A1,X5DQN2_HUMAN,translates_to,UNIPROT,UNIPROT,PMID:36408920,Gene,Protein
